-1.48862,-1.41628
-0.765382,-1.12354
-0.726967,-0.942376
0.0270592,-0.968254
0.216143,-1.09003
2.45688,0.719914
2.09225,0.185578
3.4931,1.15124
4.65137,1.1562
4.66135,1.55244
3.66202,0.560077
4.38956,0.711085
5.72388,0.839706
5.21591,0.915724
5.15181,1.54576
5.06382,0.642833
6.30815,1.02113
6.6485,1.28738
5.95096,1.25594
6.12861,1.24655
5.40302,0.0947167
4.6139,-0.30567
3.21944,-0.993632
2.5503,-1.5497
1.87448,-1.80883
0.932418,-1.62698
0.373492,-1.69565
-0.391467,-1.92129
0.145507,-0.620474
-0.936404,-1.55812
-0.800154,-1.11949
-0.972324,-1.42121
-0.707942,0.227273
-0.0116092,0.907875
0.0462525,1.37809
-0.610856,1.98186
-1.02264,1.55566
-0.315261,1.72968
-0.792314,2.03838
-0.800137,2.3724
-0.9723,1.85244
-0.517665,2.37763
-0.204696,2.64641
-0.922872,2.80566
0.0782327,3.56407
0.340799,3.38308
0.867137,4.42308
1.06438,4.11805
1.87827,4.8002
2.92916,5.23262
3.11016,4.94195
2.86828,4.40537
2.49628,3.7029
2.28049,2.72561
2.47261,2.36338
2.93193,3.23162
2.83177,3.15406
2.36853,2.53656
2.82594,2.98904
2.53625,3.05927
2.7246,3.41841
2.16977,2.91785
1.30868,1.84777
0.483014,0.531678
-0.0931481,0.282424
-0.495575,-0.312482
-0.631409,-0.505551
0.213236,0.59366
0.0884373,0.716968
-0.0829543,0.627827
-0.616792,-0.202492
-1.95003,-1.3333
-3.01489,-1.9524
-3.67023,-2.50038
-3.67231,-2.74938
-3.46194,-2.28962
-3.30974,-1.4766
-3.98112,-2.30111
-5.54023,-3.88438
-5.68766,-3.7174
-5.53381,-3.8059
-5.11846,-3.52074
-5.48173,-3.35475
-4.43812,-2.34287
-4.11102,-2.31001
-3.77774,-1.78679
-2.87741,-1.53934
-2.37808,-1.11071
-1.68164,-0.400622
-1.48941,-0.834027
-1.11348,-0.832405
-0.683832,-0.365176
0.227293,0.258362
0.54853,0.292495
1.35834,1.37718
2.30235,2.09692
2.3547,2.20263
3.02677,2.70232
3.49619,2.35014
3.84871,2.29052
4.27494,2.60639
4.76289,2.5648
4.9595,2.35555
4.69879,2.68319
4.68879,2.3456
4.50161,1.22006
5.6218,2.32094
5.02921,2.09844
4.99839,2.1864
4.90459,1.85578
5.589,2.97598
5.65222,3.41328
5.91184,3.88077
5.69655,3.84551
5.70649,4.12794
5.46737,4.5326
3.81609,3.06656
3.08704,2.46227
2.32465,2.26822
2.2065,2.73261
2.56797,3.173
2.21413,3.29028
2.76833,4.14946
2.56453,3.92478
2.61161,4.50872
2.88894,4.92764
3.04342,5.17685
2.24255,4.93532
2.4079,5.18129
1.88646,4.35593
1.35865,4.45249
1.28209,4.17048
0.855226,3.68461
0.470224,3.86197
-0.7176,3.06236
-1.02863,2.71548
-1.69529,2.1639
-1.37599,2.67806
-2.13212,2.10322
-2.11393,2.54821
-1.61019,2.08064
-1.71587,1.984
-1.20431,2.68156
-1.43633,1.63862
-1.34004,1.39537
-0.796397,1.38789
-1.30262,0.946431
-1.21499,1.07357
-1.92025,0.309584
-2.03417,0.625215
-1.84661,0.694376
-0.817796,1.60992
-1.0052,1.60783
-0.706142,1.71506
-0.54537,1.43171
0.101091,2.16606
0.0702432,1.71179
0.762823,2.47193
0.847685,2.15302
0.0579682,1.21739
-0.0657573,0.710233
0.12349,0.598528
0.43996,0.500511
0.657686,0.626085
0.495302,0.255104
0.269383,-0.334977
0.599679,0.146506
1.37334,0.547871
1.64621,0.678344
1.84531,1.13574
1.79565,1.04127
2.53491,1.95177
2.1407,1.9053
1.78512,1.53996
0.926067,0.730276
0.927673,0.460234
1.39649,0.711899
2.03491,1.27232
2.28111,2.05843
1.85271,1.74798
1.90999,1.64867
0.65591,0.79009
0.452133,0.712759
0.464301,0.454943
-0.523074,-0.182021
-1.25732,-0.706067
-1.63464,-1.69952
-2.06421,-2.1171
-2.04462,-2.1509
-2.31749,-2.35668
-2.85663,-2.43013
-3.45816,-3.17925
-3.67563,-3.57183
-3.72212,-3.31946
-3.61001,-2.80915
-3.99134,-2.70719
-3.0143,-1.68102
-2.94039,-1.88611
-2.28129,-0.781031
-3.00892,-1.8197
-3.21705,-2.07523
-2.91367,-2.26603
-3.33005,-2.39349
-2.43491,-1.4673
-2.09277,-0.772383
-1.36179,0.121378
-1.53481,-0.315247
-0.844771,0.493279
-0.991004,-0.532343
-0.973291,-0.678843
-1.27829,-1.20658
-1.31683,-1.76416
-1.69572,-2.60441
-1.02564,-2.06711
-0.577821,-1.75521
-0.515916,-1.92706
-1.35394,-2.93536
-1.64413,-3.32806
-1.73225,-3.59739
-1.57928,-3.50018
-1.36287,-3.16016
-1.55817,-3.56426
-1.60437,-3.60263
-0.778322,-2.69327
-0.691494,-2.55106
-0.843496,-2.29378
-0.164721,-1.93426
-0.0848669,-1.79756
-0.16842,-1.34664
-0.613515,-2.14671
-0.337034,-1.63835
-0.16267,-1.05092
-0.352527,-1.38544
-1.04381,-2.15271
-0.0808939,-0.833124
0.138959,-0.833391
0.524904,-0.589304
0.470347,-0.549124
1.23947,0.303482
1.5582,0.128996
2.12727,0.84514
2.58854,1.67504
2.62312,1.88366
2.62146,1.40889
2.31954,1.0502
1.89424,0.312929
1.95143,0.523142
2.19271,1.23225
3.13483,1.9779
2.93124,1.74953
2.91701,2.22537
2.87665,2.28138
3.20707,2.61031
2.9395,2.41307
